,Parcel(s),year,Benchmark Status,ENERGY STAR Score,Percent Better than National Median Site EUI,Percent Better than National Median Source EUI,Percentage Better than National Median Source EUI,Reason for Exemption,Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Weather Normalized Site EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Building Name,Building Address,Postal Code,Full.Address,Floor Area,Property Type,Property Type - Self Selected,PIM Link,Year Built,Energy Audit Due Date,Energy Audit Status,Previous Year ENERGY STAR Score,Two Years Ago ENERGY STAR Score,Current Year YoY Change,Previous Year YoY Change,Age In Years,Recalculated GHG Emissions Intensity (kgCO2e/ft2),Is Downtown
1788,0166/001,2018,Complied,66.0,-20.5,-20.5,,,45.7,102.1,212.8,3.0,45.6,102.0,747 Front Street,101 BROADWAY,94111,"101 BROADWAY
SAN FRANCISCO, CA 94111
(37.798682, -122.40022)",71775,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/001,1909.0,2020-04-01T00:00:00.000,Upcoming,80.0,81.0,-14.0,-1.0,109.0,2.964820619993034,False
1791,0166/008,2011,Complied,60.0,-11.1,-11.0,,,71.5,176.8,577.3,5.5,71.0,177.3,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,,,,,25.0,4.641720001286463,False
1792,0166/008,2012,Complied,63.0,-13.4,-13.3,,,70.0,170.9,561.1,5.3,70.9,174.3,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,60.0,,3.0,,26.0,4.5114656031904286,False
1793,0166/008,2013,Complied,66.0,-16.2,-16.3,,,68.1,163.7,541.5,5.2,68.1,163.6,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,63.0,60.0,3.0,3.0,27.0,4.353873862284115,False
1794,0166/008,2014,Complied,66.0,-16.7,-16.7,,,64.9,159.4,493.0,4.7,64.8,157.0,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,66.0,63.0,0.0,3.0,28.0,3.963914707490432,False
1795,0166/008,2015,Complied,64.0,-14.8,-14.8,,,64.7,168.1,504.6,4.8,63.3,163.6,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,66.0,66.0,-2.0,0.0,29.0,4.057183288843148,False
1796,0166/008,2016,Complied,63.0,-13.8,-13.8,,,65.2,169.0,534.3,5.1,64.2,164.8,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,64.0,66.0,-1.0,-2.0,30.0,4.295983018685878,False
1797,0166/008,2017,Complied,62.0,-12.6,-12.6,,,68.7,174.3,500.5,4.8,68.7,172.4,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,63.0,64.0,-1.0,-1.0,31.0,4.02421766957193,False
1798,0166/008,2018,Complied,55.0,-6.8,-6.8,,,64.4,149.4,444.8,4.2,65.0,150.8,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,62.0,63.0,-7.0,-1.0,32.0,3.5763676711800083,False
1799,0166/008,2019,Complied,65.0,-18.0,,-18.0,,61.6,143.8,426.4,4.1,62.3,143.0,750 Battery St. Building,750 BATTERY ST,94111,"750 BATTERY ST
SAN FRANCISCO, CA 94111
(37.798283, -122.400996)",124372,Commercial,Office,http://propertymap.sfplanning.org/?&search=0166/008,1986.0,2019-04-01T00:00:00.000,Pending - Waiting for Clarification,55.0,62.0,10.0,-7.0,33.0,3.4284244042067344,False
1841,0173/001,2011,Complied,82.0,-34.3,,,,64.5,,570.57,,61.9,,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,,,,,84.0,4.838127056269715,False
1842,0173/001,2012,Complied,82.0,-34.5,,,,59.4,164.9,543.94,,58.9,165.3,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,82.0,,0.0,,85.0,4.612318963470474,False
1843,0173/001,2013,Complied,82.0,-35.0,-35.0,,,64.1,153.3,513.3,4.6,64.4,153.6,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,82.0,82.0,0.0,0.0,86.0,4.352508225078859,False
1844,0173/001,2014,Complied,87.0,-40.7,-40.7,,,49.1,137.2,423.2,3.8,49.1,137.2,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,82.0,82.0,5.0,0.0,87.0,3.588508632093071,False
1845,0173/001,2015,Complied,89.0,-43.5,-43.5,,,48.0,132.4,411.1,3.7,47.9,131.1,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,87.0,82.0,2.0,5.0,88.0,3.485907132924058,False
1846,0173/001,2016,Complied,89.0,-43.4,-43.4,,,50.8,130.5,442.1,3.9,52.1,130.5,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,89.0,87.0,0.0,2.0,89.0,3.74877047790252,False
1847,0173/001,2017,Complied,91.0,-46.2,-46.2,,,49.8,125.9,386.5,3.4,50.7,125.9,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,89.0,89.0,2.0,0.0,90.0,3.277312349489536,False
1848,0173/001,2018,Complied,88.0,-48.5,-48.5,,,46.9,108.3,362.7,3.1,47.3,109.0,600 Battery Street,600 BATTERY ST,94111,"600 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797406, -122.400827)",117932,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/001,1927.0,2019-04-01T00:00:00.000,Exempt - ENERGY STAR,91.0,89.0,-3.0,2.0,91.0,3.075501136248007,False
1855,0173/002,2015,Complied,96.0,-56.0,-56.0,,,28.7,78.5,42.2,2.2,29.4,79.2,643 FRONT ST,649 FRONT ST,94111,"649 FRONT ST
SAN FRANCISCO, CA 94111
(37.797532, -122.399629)",19322,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/002,1910.0,2021-04-01T00:00:00.000,Upcoming,,,,,105.0,2.1840389193665253,False
1856,0173/002,2016,Complied,97.0,-58.9,-58.9,,,24.5,71.8,39.5,2.0,24.5,71.8,643 FRONT ST,649 FRONT ST,94111,"649 FRONT ST
SAN FRANCISCO, CA 94111
(37.797532, -122.399629)",19322,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/002,1910.0,2021-04-01T00:00:00.000,Upcoming,96.0,,1.0,,106.0,2.0443018321084776,False
1857,0173/002,2017,Complied,92.0,-56.3,-56.3,,,26.6,66.4,34.6,1.8,26.6,66.4,643 FRONT ST,649 FRONT ST,94111,"649 FRONT ST
SAN FRANCISCO, CA 94111
(37.797532, -122.399629)",19322,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/002,1910.0,2021-04-01T00:00:00.000,Upcoming,97.0,96.0,-5.0,1.0,107.0,1.7907048959735017,False
1858,0173/002,2018,Complied,94.0,-59.5,-59.5,,,20.8,58.1,28.3,1.5,20.8,58.1,643 FRONT ST,649 FRONT ST,94111,"649 FRONT ST
SAN FRANCISCO, CA 94111
(37.797532, -122.399629)",19322,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/002,1910.0,2021-04-01T00:00:00.000,Upcoming,92.0,97.0,2.0,-5.0,108.0,1.4646516923713901,False
1859,0173/002,2019,Complied,95.0,-62.2,,-62.2,,21.4,60.0,29.2,1.5,21.4,60.0,643 FRONT ST,649 FRONT ST,94111,"649 FRONT ST
SAN FRANCISCO, CA 94111
(37.797532, -122.399629)",19322,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/002,1910.0,2021-04-01T00:00:00.000,Upcoming,94.0,92.0,1.0,2.0,109.0,1.5112307214574061,False
1865,0173/003,2015,Complied,92.0,-48.1,-48.1,,,34.6,92.3,50.6,2.6,34.7,90.4,639 Front St,639 FRONT ST,94111,"639 FRONT ST
SAN FRANCISCO, CA 94111
(37.797429, -122.399604)",19468,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/003,1906.0,2020-04-01T00:00:00.000,Pending - Waiting for Clarification,,,,,109.0,2.599137045407849,False
1866,0173/003,2016,Complied,84.0,-37.1,-37.1,,,42.0,109.7,64.0,3.3,43.5,108.5,639 Front St,639 FRONT ST,94111,"639 FRONT ST
SAN FRANCISCO, CA 94111
(37.797429, -122.399604)",19468,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/003,1906.0,2020-04-01T00:00:00.000,Pending - Waiting for Clarification,92.0,,-8.0,,110.0,3.2874460653379907,False
1867,0173/003,2017,Complied,91.0,-46.2,-46.2,,,35.2,95.7,48.8,2.5,35.7,94.6,639 Front St,639 FRONT ST,94111,"639 FRONT ST
SAN FRANCISCO, CA 94111
(37.797429, -122.399604)",19468,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/003,1906.0,2020-04-01T00:00:00.000,Pending - Waiting for Clarification,84.0,92.0,7.0,-8.0,111.0,2.5066776248202176,False
1868,0173/003,2018,Complied,78.0,-34.9,-34.9,,,36.5,91.0,47.9,2.5,37.2,92.1,639 Front St,639 FRONT ST,94111,"639 FRONT ST
SAN FRANCISCO, CA 94111
(37.797429, -122.399604)",19468,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/003,1906.0,2020-04-01T00:00:00.000,Pending - Waiting for Clarification,91.0,84.0,-13.0,7.0,112.0,2.4604479145264024,False
1869,0173/003,2019,Complied,82.0,-39.7,,-39.7,,37.6,93.4,49.3,2.5,38.8,93.5,639 Front St,639 FRONT ST,94111,"639 FRONT ST
SAN FRANCISCO, CA 94111
(37.797429, -122.399604)",19468,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/003,1906.0,2020-04-01T00:00:00.000,Pending - Waiting for Clarification,78.0,91.0,4.0,-13.0,113.0,2.532360797205671,False
1874,0173/005,2014,Complied,68.0,-19.7,-19.7,,,44.7,97.7,48.3,3.1,54.0,107.5,607 FRONT ST,607 FRONT ST,94111,"607 FRONT ST
SAN FRANCISCO, CA 94111
(37.797208, -122.39955)",15763,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/005,1906.0,2018-04-01T00:00:00.000,Complied,,,,,108.0,3.064137537270824,False
1875,0173/005,2015,Complied,73.0,-24.8,-24.8,,,43.3,93.5,46.5,3.0,46.6,97.1,607 FRONT ST,607 FRONT ST,94111,"607 FRONT ST
SAN FRANCISCO, CA 94111
(37.797208, -122.39955)",15763,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/005,1906.0,2018-04-01T00:00:00.000,Complied,68.0,,5.0,,109.0,2.94994607625452,False
1876,0173/005,2016,Complied,73.0,-24.8,-24.8,,,43.7,91.0,48.1,3.0,51.7,99.3,607 FRONT ST,607 FRONT ST,94111,"607 FRONT ST
SAN FRANCISCO, CA 94111
(37.797208, -122.39955)",15763,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/005,1906.0,2018-04-01T00:00:00.000,Complied,73.0,68.0,0.0,5.0,110.0,3.051449597157901,False
1877,0173/005,2017,Complied,64.0,-15.3,-15.3,,,55.7,105.4,54.7,3.5,60.1,110.0,607 FRONT ST,607 FRONT ST,94111,"607 FRONT ST
SAN FRANCISCO, CA 94111
(37.797208, -122.39955)",15763,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/005,1906.0,2018-04-01T00:00:00.000,Complied,73.0,73.0,-9.0,0.0,111.0,3.4701516208843493,False
1878,0173/005,2018,Complied,46.0,4.7,4.7,,,55.6,99.0,52.9,3.4,54.5,97.8,607 FRONT ST,607 FRONT ST,94111,"607 FRONT ST
SAN FRANCISCO, CA 94111
(37.797208, -122.39955)",15763,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/005,1906.0,2018-04-01T00:00:00.000,Complied,64.0,73.0,-18.0,-9.0,112.0,3.3559601598680455,False
1883,0173/006,2013,Complied,28.0,26.0,26.0,,,142.8,193.7,203.6,8.2,143.3,194.1,Parkfront,220 JACKSON ST,94111,"220 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796839, -122.400233)",24888,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/006,1911.0,2020-04-01T00:00:00.000,Upcoming,,,,,102.0,8.18064930890389,False
1884,0173/006,2014,Complied,31.0,22.0,22.0,,,135.5,182.1,192.6,7.7,139.8,186.7,Parkfront,220 JACKSON ST,94111,"220 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796839, -122.400233)",24888,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/006,1911.0,2020-04-01T00:00:00.000,Upcoming,28.0,,3.0,,103.0,7.738669238187078,False
1885,0173/006,2015,Complied,32.0,21.2,21.2,,,136.2,184.4,194.1,7.8,136.2,184.4,Parkfront,220 JACKSON ST,94111,"220 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796839, -122.400233)",24888,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/006,1911.0,2020-04-01T00:00:00.000,Upcoming,31.0,28.0,1.0,3.0,104.0,7.79893924783028,False
1886,0173/006,2016,Complied,23.0,34.1,34.1,,,150.7,199.4,215.7,8.7,150.7,199.4,Parkfront,220 JACKSON ST,94111,"220 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796839, -122.400233)",24888,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/006,1911.0,2020-04-01T00:00:00.000,Upcoming,32.0,31.0,-9.0,1.0,105.0,8.666827386692383,False
1887,0173/006,2017,Complied,21.0,38.0,38.0,,,152.0,209.9,214.5,8.6,154.9,213.0,Parkfront,220 JACKSON ST,94111,"220 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796839, -122.400233)",24888,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/006,1911.0,2020-04-01T00:00:00.000,Upcoming,23.0,32.0,-2.0,-9.0,106.0,8.618611378977821,False
1888,0173/006,2018,Complied,28.0,31.7,31.7,,,89.0,135.0,127.9,5.1,89.0,135.0,Parkfront,220 JACKSON ST,94111,"220 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796839, -122.400233)",24888,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/006,1911.0,2020-04-01T00:00:00.000,Upcoming,21.0,23.0,7.0,-2.0,107.0,5.139022822243652,False
1892,0173/007,2012,Complied,75.0,-27.1,,,,35.7,105.6,90.83,,34.8,104.7,Ban-Jackson,244 JACKSON ST,94111,"244 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796827, -122.400326)",30087,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/007,1913.0,2018-04-01T00:00:00.000,Did Not Comply,,,,,99.0,3.0189118223817597,False
1893,0173/007,2013,Complied,83.0,-35.2,-35.2,,,43.9,106.1,95.1,3.1,43.9,106.1,Ban-Jackson,244 JACKSON ST,94111,"244 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796827, -122.400326)",30087,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/007,1913.0,2018-04-01T00:00:00.000,Did Not Comply,75.0,,8.0,,100.0,3.16083358261043,False
1894,0173/007,2014,Complied,78.0,-30.1,-30.1,,,45.9,111.4,99.6,3.3,45.9,111.4,Ban-Jackson,244 JACKSON ST,94111,"244 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796827, -122.400326)",30087,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/007,1913.0,2018-04-01T00:00:00.000,Did Not Comply,83.0,75.0,-5.0,8.0,101.0,3.3103998404626584,False
1895,0173/007,2015,Complied,78.0,-30.4,-30.4,,,48.1,112.9,102.9,3.4,47.8,111.9,Ban-Jackson,244 JACKSON ST,94111,"244 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796827, -122.400326)",30087,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/007,1913.0,2018-04-01T00:00:00.000,Did Not Comply,78.0,83.0,0.0,-5.0,102.0,3.4200817628876257,False
1896,0173/007,2016,Complied,73.0,-24.6,-24.6,,,55.6,119.7,119.1,3.9,55.6,119.7,Ban-Jackson,244 JACKSON ST,94111,"244 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796827, -122.400326)",30087,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/007,1913.0,2018-04-01T00:00:00.000,Did Not Comply,78.0,78.0,-5.0,0.0,103.0,3.9585202911556485,False
1897,0173/007,2017,Complied,85.0,-38.2,-38.2,,,46.7,100.2,91.8,3.0,46.7,100.2,Ban-Jackson,244 JACKSON ST,94111,"244 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796827, -122.400326)",30087,Commercial,Office,http://propertymap.sfplanning.org/?&search=0173/007,1913.0,2018-04-01T00:00:00.000,Did Not Comply,73.0,78.0,12.0,-5.0,104.0,3.0511516601854622,False
1903,0174/001,2013,Complied,83.0,-36.1,-36.1,,,43.0,105.3,47.9,3.3,43.3,105.7,301 PACIFIC AVE,301 PACIFIC AVE,94111,"301 PACIFIC AVE
SAN FRANCISCO, CA 94111
(37.797623, -122.40114)",14568,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/001,1907.0,2021-04-01T00:00:00.000,Pending - Contracted,,,,,106.0,3.288028555738605,False
1904,0174/001,2014,Complied,93.0,-51.0,-51.0,,,36.3,89.2,38.2,2.6,39.7,92.8,301 PACIFIC AVE,301 PACIFIC AVE,94111,"301 PACIFIC AVE
SAN FRANCISCO, CA 94111
(37.797623, -122.40114)",14568,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/001,1907.0,2021-04-01T00:00:00.000,Pending - Contracted,83.0,,10.0,,107.0,2.6221856123009335,False
1905,0174/001,2015,Complied,93.0,-50.1,-50.1,,,36.4,92.3,38.9,2.7,37.3,93.2,301 PACIFIC AVE,301 PACIFIC AVE,94111,"301 PACIFIC AVE
SAN FRANCISCO, CA 94111
(37.797623, -122.40114)",14568,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/001,1907.0,2021-04-01T00:00:00.000,Pending - Contracted,93.0,83.0,0.0,10.0,108.0,2.670236133992312,False
1906,0174/001,2016,Complied,93.0,-49.7,-49.7,,,37.7,91.4,41.3,2.8,41.9,95.8,301 PACIFIC AVE,301 PACIFIC AVE,94111,"301 PACIFIC AVE
SAN FRANCISCO, CA 94111
(37.797623, -122.40114)",14568,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/001,1907.0,2021-04-01T00:00:00.000,Pending - Contracted,93.0,93.0,0.0,0.0,109.0,2.8349807797913233,False
1907,0174/001,2017,Complied,94.0,-53.3,-53.3,,,37.8,86.5,36.6,2.5,40.0,88.9,301 PACIFIC AVE,301 PACIFIC AVE,94111,"301 PACIFIC AVE
SAN FRANCISCO, CA 94111
(37.797623, -122.40114)",14568,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/001,1907.0,2021-04-01T00:00:00.000,Pending - Contracted,93.0,93.0,1.0,0.0,110.0,2.5123558484349258,False
1908,0174/001,2018,Complied,96.0,-65.2,-65.2,,,24.2,55.7,23.1,1.6,24.2,55.7,301 PACIFIC AVE,301 PACIFIC AVE,94111,"301 PACIFIC AVE
SAN FRANCISCO, CA 94111
(37.797623, -122.40114)",14568,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/001,1907.0,2021-04-01T00:00:00.000,Pending - Contracted,94.0,93.0,2.0,1.0,111.0,1.585667215815486,False
1909,0174/001,2019,Complied,96.0,-65.2,,-65.2,,22.3,61.0,22.7,1.6,22.2,60.8,301 PACIFIC AVE,301 PACIFIC AVE,94111,"301 PACIFIC AVE
SAN FRANCISCO, CA 94111
(37.797623, -122.40114)",14568,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/001,1907.0,2021-04-01T00:00:00.000,Pending - Contracted,96.0,94.0,0.0,2.0,112.0,1.558209774848984,False
1911,0174/003,2011,Complied,93.0,-50.6,,,,35.9,,388.97,,36.9,,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,,,,,105.0,3.265938420977506,False
1912,0174/003,2012,Complied,89.0,-43.4,,,,52.6,136.7,493.02,,52.2,136.3,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,93.0,,-4.0,,106.0,4.139581356686454,False
1913,0174/003,2013,Complied,90.0,-44.7,-44.7,,,47.8,114.4,429.3,3.6,48.0,114.6,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,89.0,93.0,1.0,-4.0,107.0,3.604564270061042,False
1914,0174/003,2014,Complied,93.0,-49.8,-49.8,,,42.8,106.8,371.2,3.1,45.1,109.2,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,90.0,89.0,3.0,1.0,108.0,3.1167348172528735,False
1915,0174/003,2015,Complied,94.0,-52.8,-52.8,,,40.9,101.8,354.1,3.0,41.8,102.1,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,93.0,90.0,1.0,3.0,109.0,2.9731567855313648,False
1916,0174/003,2016,Complied,95.0,-54.2,-54.2,,,40.0,97.7,359.7,3.0,41.7,99.5,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,94.0,93.0,1.0,1.0,110.0,3.020176491826128,False
1917,0174/003,2017,Complied,96.0,-56.7,-56.7,,,37.9,93.8,309.7,2.6,39.0,94.4,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,95.0,94.0,1.0,1.0,111.0,2.6003576856228854,False
1918,0174/003,2018,Complied,86.0,-45.1,-45.1,,,42.9,89.6,324.1,2.7,42.4,89.1,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,96.0,95.0,-10.0,1.0,112.0,2.721265501809419,False
1919,0174/003,2019,Complied,91.0,-54.6,,-54.6,,38.8,81.1,292.9,2.5,40.4,82.8,633 Battery,617 BATTERY ST,94111,"617 BATTERY ST
SAN FRANCISCO, CA 94111
(37.797193, -122.400786)",119099,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/003,1906.0,2023-04-01T00:00:00.000,Upcoming,86.0,96.0,5.0,-10.0,113.0,2.4592985667385956,False
1922,0174/004,2012,Complied,40.0,11.3,,,,92.9,204.9,331.81,,92.2,204.1,603 Battery Street,603 BATTERY ST,94111,"603 BATTERY ST
SAN FRANCISCO, CA 94111
(37.796933, -122.400735)",49446,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/004,1907.0,2019-04-01T00:00:00.000,Did Not Comply,,,,,105.0,6.7105529264247865,False
1923,0174/004,2013,Complied,34.0,18.5,18.5,,,94.2,201.6,316.5,6.4,94.4,201.7,603 Battery Street,603 BATTERY ST,94111,"603 BATTERY ST
SAN FRANCISCO, CA 94111
(37.796933, -122.400735)",49446,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/004,1907.0,2019-04-01T00:00:00.000,Did Not Comply,40.0,,-6.0,,106.0,6.4009222181774055,False
1924,0174/004,2014,Complied,32.0,21.4,21.4,,,90.1,201.4,308.4,6.2,91.6,201.0,603 Battery Street,603 BATTERY ST,94111,"603 BATTERY ST
SAN FRANCISCO, CA 94111
(37.796933, -122.400735)",49446,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/004,1907.0,2019-04-01T00:00:00.000,Did Not Comply,34.0,40.0,-2.0,-6.0,107.0,6.237107147190875,False
1925,0174/004,2015,Complied,35.0,17.6,17.6,,,88.5,198.3,303.2,6.1,89.2,197.6,603 Battery Street,603 BATTERY ST,94111,"603 BATTERY ST
SAN FRANCISCO, CA 94111
(37.796933, -122.400735)",49446,Commercial,Office,http://propertymap.sfplanning.org/?&search=0174/004,1907.0,2019-04-01T00:00:00.000,Did Not Comply,32.0,34.0,3.0,-2.0,108.0,6.13194191643409,False
